number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,Result,Manual Observation,Capture Status,Capture Observation
KA09EB8086,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EB8086_1763603722710.jpg,KA09ER8086,rider_not_wearing_helmet (0.75),,,,Violation detected,Correct Detection,correct detection,None,
KA09EC6730,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EC6730_1763602939445.jpg,KA09E6730,,pillion_not_wearing_helmet (0.64),,,Violation detected,Incomplete,wrong no plate detected,None,
KA09ER8086,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09ER8086_1763603722794.jpg,KA09ER8086,rider_not_wearing_helmet (0.76),,,,Violation detected,Correct Detection,correct detection,None,
KA09EE2035,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EE2035_1763602220863.jpg,KA09EE2035,rider_not_wearing_helmet (0.74),,,,Violation detected,Incomplete,pillion not wearing helmetnot detected,None,
KA09E8476,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09E8476_1763601541001.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"no plate not detected, rider not wearing helmet not detected",Ignored,
KA09J4459,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09J4459_1763600065271.jpg,KA09125469,rider_not_wearing_helmet (0.59),,,,Violation detected,Incomplete,wrong no plate detected,None,
KA09HY7003,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HY7003_1763602501342.jpg,KA09HY7003,rider_not_wearing_helmet (0.57),,,,Violation detected,Wrong,rider wearing helmet in the image,None,
KA09JD9911,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JD9911_1763604205437.jpg,KA09JP9911,rider_not_wearing_helmet (0.61),,,,Violation detected,Correct Detection,correct detection,None,
KA09HW7102,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HW7102_1763604077733.jpg,,rider_not_wearing_helmet (0.42),,,,Violation detected,Incomplete,no plate not detected,None,
KA09HB3443,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HB3443_1763603235720.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion not wearing helmet not detected,Ignored,
KA09EW4259,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EW4259_1763600312191.jpg,TRA09JY462,rider_not_wearing_helmet (0.68),,,,Violation detected,Incomplete,wrong no plate detected,None,
KA09EW4259,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EW4259_1763600312191.jpg,KA09EW4259,rider_not_wearing_helmet (0.62),,,,Violation detected,Correct Detection,correct detection,None,
KA09JD0487,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JD0487_1763601731544.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct detection,Correct,
KA09HH4541,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HH4541_1763604262981.jpg,LANCOKAOSHY,rider_not_wearing_helmet (0.71),,,,Violation detected,Incomplete,"wrong no plate detected, no plate broken in image",None,
KA45V3504,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA45V3504_1763602939290.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct detection,Correct,
KA09Y5761,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09Y5761_1763601540942.jpg,,,,,triple_riding (0.47),Violation detected,Wrong,no triple riding in the image,None,
KA09HV1384,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HV1384_1763603847644.jpg,KA09HV1384,rider_not_wearing_helmet (0.77),pillion_not_wearing_helmet (0.59),,,Violation detected,Correct Detection,correct detection,None,
KA55U5202,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55U5202_1763601731285.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearing helmet not detected,Ignored,
KA55U5702,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55U5702_1763603610293.jpg,KA555702,rider_not_wearing_helmet (0.58),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA45EA2659,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA45EA2659_1763601156098.jpg,CA45EA2659,rider_not_wearing_helmet (0.69),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA55W3775,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55W3775_1763604560689.jpg,KA55W3715,rider_not_wearing_helmet (0.54),pillion_not_wearing_helmet (0.49),,,Violation detected,Correct Detection,Correct Detection,None,
KA09HQ5403,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HQ5403_1763598450929.jpg,,rider_not_wearing_helmet (0.62),,,,Violation detected,Incomplete,Number plate not detected,None,
KA09HG4149,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HG4149_1763602661276.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Correct Detection,Correct,
KA01JK5222,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA01JK5222_1763603482817.jpg,JK5422,rider_not_wearing_helmet (0.72),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA09HH3940,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HH3940_1763603154771.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearing helmet,Ignored,
KA55Q4325,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55Q4325_1763602094827.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Correct Detection,Correct,
KA45K1320,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA45K1320_1763602719131.jpg,,rider_not_wearing_helmet (0.61),,,,Violation detected,Incomplete,Number plate not detected,None,
KA09HA0476,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HA0476_1763603376512.jpg,KA09HA0476,rider_not_wearing_helmet (0.75); rider_not_wearing_helmet (0.63),pillion_not_wearing_helmet (0.59),,,Violation detected,Incomplete,Triple riding not detected,None,
KA09HY2229,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HY2229_1763602661349.jpg,KA09HY2229,rider_not_wearing_helmet (0.78),,,,Violation detected,Correct Detection,Correct Detection,None,
KA09HE7415,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HE7415_1763605545542.jpg,KA09HE7415,,pillion_not_wearing_helmet (0.64),,,Violation detected,Incomplete,rider_not_wearing_helmet,None,
KA09EZ4057,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EZ4057_1763607409662.jpg,KA09EZ4057,rider_not_wearing_helmet (0.65),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09EZ7390,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EZ7390_1763604077733.jpg,KA09E27390,,pillion_not_wearing_helmet (0.31),,,Violation detected,Incomplete,rider_not_wearing_helmet,None,
KA05HQ6037,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA05HQ6037_1763605047141.jpg,KA05HU6037,rider_not_wearing_helmet (0.72),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA05HQ6037,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA05HQ6037_1763605047141.jpg,,rider_not_wearing_helmet (0.55),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09JD3073,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JD3073_1763647021555.jpg,KAQ9J03073,rider_not_wearing_helmet (0.67),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA05JH7725,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA05JH7725_1763645339607.jpg,KA05JH7725,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HW7323,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HW7323_1763647021556.jpg,,,pillion_not_wearing_helmet (0.39),,,Violation detected,Incomplete,both rider and pillion not wearing the helmet,None,
KA09HJ2608,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HJ2608_1763688943375.jpg,KA09HJ2608,rider_not_wearing_helmet (0.69),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HJ2608,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HJ2608_1763688943375.jpg,SKASSEL017,rider_not_wearing_helmet (0.63),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HJ2608,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HJ2608_1763688943375.jpg,SKASSEL017,rider_not_wearing_helmet (0.63),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09JJ0800,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JJ0800_1763687431883.jpg,KA09JJ0800,rider_not_wearing_helmet (0.68),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09EH3545,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EH3545_1763688097782.jpg,KA09ETW3545,rider_not_wearing_helmet (0.73),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA12K7091,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA12K7091_1763688442875.jpg,KA12K7091,,pillion_not_wearing_helmet (0.70),,,Violation detected,Incomplete,both rider and pillion not wearing the helmet,None,
KA09HT2596,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HT2596_1763688227407.jpg,KA09HT2596,rider_not_wearing_helmet (0.39),pillion_not_wearing_helmet (0.50),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA09JF4370,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JF4370_1763688770902.jpg,KA09JF4370,rider_not_wearing_helmet (0.78),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HJ9923,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HJ9923_1763687350428.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,both rider and pillion not wearing the helmet,Ignored,
KA55R1533,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55R1533_1763687350442.jpg,55R1533,,pillion_not_wearing_helmet (0.73),,,Violation detected,Incomplete,both rider and pillion not wearing the helmet,None,
KA05EM2191,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA05EM2191_1763686754580.jpg,KAO5EM2191,rider_not_wearing_helmet (0.40),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HR5348,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HR5348_1763687431776.jpg,KA09HX5348,rider_not_wearing_helmet (0.27),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA43Y0349,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA43Y0349_1763688770885.jpg,KA43Y0349,rider_not_wearing_helmet (0.54),pillion_not_wearing_helmet (0.33),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA55S8636,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55S8636_1763686883681.jpg,S8636,,pillion_not_wearing_helmet (0.46),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA11W4708,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11W4708_1763663844432.jpg,KA1186708,rider_not_wearing_helmet (0.67),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA53K5611,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA53K5611_1763688943399.jpg,K4585K45012,rider_not_wearing_helmet (0.67),pillion_not_wearing_helmet (0.42),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA53K5611,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA53K5611_1763688943399.jpg,,rider_not_wearing_helmet (0.16),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09H0372,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09H0372_1763687892217.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA09JD4864,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JD4864_1763688314495.jpg,KA09104864,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA55EC1004,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55EC1004_1763685827439.jpg,,rider_not_wearing_helmet (0.56),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HY9668,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HY9668_1763688154782.jpg,KA09HT9668,,pillion_not_wearing_helmet (0.70),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA09EY2857,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EY2857_1763687431568.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09HQ1658,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HQ1658_1763688097942.jpg,KA09HO4658,rider_not_wearing_helmet (0.74),,mobile_usage (0.19),,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA51Q9194,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA51Q9194_1763688770885.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA55Y0738,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Y0738_1763688624424.jpg,XA55Y0738,rider_not_wearing_helmet (0.22),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09JA2496,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JA2496_1763686836540.jpg,,rider_not_wearing_helmet (0.51),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HC7352,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HC7352_1763687431884.jpg,KA09HC7352,rider_not_wearing_helmet (0.38),,,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA09JE4864,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JE4864_1763688314416.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA02EG3759,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA02EG3759_1763666972222.jpg,,,pillion_not_wearing_helmet (0.30),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA10Q2092,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA10Q2092_1763687178580.jpg,KA102092,rider_not_wearing_helmet (0.26),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA55U0159,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55U0159_1763687431554.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA01JJ5776,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA01JJ5776_1763687892157.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA11EK7711,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EK7711_1763687431858.jpg,KA11EK7761,,pillion_not_wearing_helmet (0.45),,,Violation detected,Incomplete,both rider and pillion not wearing the helmet,None,
KA07H7534,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA07H7534_1763688523754.jpg,KAOLIA7534,rider_not_wearing_helmet (0.76),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HA6461,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HA6461_1763679623556.jpg,,rider_not_wearing_helmet (0.64),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA05EX3623,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA05EX3623_1763688841205.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,both rider and pillion not wearing the helmet,Ignored,
KA11EC1211,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EC1211_1763687607596.jpg,KA11EC1221,rider_not_wearing_helmet (0.32),pillion_not_wearing_helmet (0.40),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA09JA4041,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JA4041_1763688227581.jpg,KA09JR404,rider_not_wearing_helmet (0.36),pillion_not_wearing_helmet (0.33),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA42V1397,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA42V1397_1763688523771.jpg,KA22V1397,rider_not_wearing_helmet (0.39),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09JJ5410,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JJ5410_1763688841101.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA41L6451,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA41L6451_1763685893244.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09JA9524,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JA9524_1763687431551.jpg,KA09JA9524,,pillion_not_wearing_helmet (0.69),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA55U9056,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55U9056_1763688443018.jpg,KA55U0561,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA01HZ6620,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA01HZ6620_1763687108075.jpg,KA01HZ6220,rider_not_wearing_helmet (0.72),pillion_not_wearing_helmet (0.52),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA09EX7514,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EX7514_1763687701394.jpg,KA09X7514,rider_not_wearing_helmet (0.73),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA55X5548,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55X5548_1763685893230.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09J4147,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09J4147_1763688314417.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA09JJ2100,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JJ2100_1763687892162.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion_not_wearing_helmet,Ignored,
KA09HA6069,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HA6069_1763686951529.jpg,KA09HA6069,,pillion_not_wearing_helmet (0.60),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA27U2192,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA27U2192_1763689350284.jpg,KA27U2192,rider_not_wearing_helmet (0.77),pillion_not_wearing_helmet (0.17),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA55W0394,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55W0394_1763687892220.jpg,KA55W0392,rider_not_wearing_helmet (0.48),pillion_not_wearing_helmet (0.73),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA09JE8821,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JE8821_1763688770737.jpg,KA09JE8821,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09EX7130,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EX7130_1763687178545.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA09JF9999,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JF9999_1763688624264.jpg,KA09JR1989,rider_not_wearing_helmet (0.77),,,,Violation detected,Incomplete,both rider and pillion not wearing the helmet,None,
KA55R1533,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55R1533_1763687350442.jpg,55R1533,,pillion_not_wearing_helmet (0.73),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09JA2148,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JA2148_1763686230828.jpg,KA09JA2148,rider_not_wearing_helmet (0.62),,,,Violation detected,Correct Detection,correct_detection,None,
KA09EK4579,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EK4579_1763686431947.jpg,KA09K1579,rider_not_wearing_helmet (0.50),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA11EQ5770,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EQ5770_1763688841119.jpg,KA11E05770,,pillion_not_wearing_helmet (0.42),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA10R2077,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA10R2077_1763688097891.jpg,KA10K2077,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,correct_detection,None,
KA45EC1241,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA45EC1241_1763687108165.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,triple_riding,Ignored,
KA55L6578,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55L6578_1763686230536.jpg,KA55L6578,,pillion_not_wearing_helmet (0.40),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA09EU2835,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EU2835_1763688442718.jpg,KA09EU2835,,pillion_not_wearing_helmet (0.55),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA55EA8039,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55EA8039_1763688770751.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA05KP2140,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA05KP2140_1763686230535.jpg,,,,,,Download error,,downloaderror,None,
KA09EF4424,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EF4424_1763687892182.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA10X2952,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA10X2952_1763687892157.jpg,88101X2952,rider_not_wearing_helmet (0.62),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09EL0066,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EL0066_1763687892161.jpg,KA091066,rider_not_wearing_helmet (0.59),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA04EB4809,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA04EB4809_1763686754474.jpg,KAA,rider_not_wearing_helmet (0.39),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA25EZ6228,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA25EZ6228_1763687431886.jpg,KA25EZ6528,rider_not_wearing_helmet (0.66),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HP5334,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HP5334_1763690334974.jpg,HP5334,rider_not_wearing_helmet (0.72),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA55V4279,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55V4279_1763689066939.jpg,KAM55V1270,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09EM0489,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EM0489_1763687607750.jpg,KA09EK3489,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA55L5111,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55L5111_1763688442874.jpg,KA55L5111,,,,triple_riding (0.67),Violation detected,Correct Detection,triple_riding,None,
KA09JJ8800,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JJ8800_1763699334329.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09HN7204,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HN7204_1763688624306.jpg,KA09HN7204,rider_not_wearing_helmet (0.57),,,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA55V2451,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55V2451_1763688770892.jpg,KA55V2451,,pillion_not_wearing_helmet (0.67),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA55Y1507,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Y1507_1763686431979.jpg,KA551507,,pillion_not_wearing_helmet (0.59),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA41X0928,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA41X0928_1763685893223.jpg,BEA4110928,,pillion_not_wearing_helmet (0.55),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09EQ6606,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EQ6606_1763685827343.jpg,,rider_not_wearing_helmet (0.51),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09EL7811,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EL7811_1763687892255.jpg,KA09E7811,rider_not_wearing_helmet (0.76),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09EB4249,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EB4249_1763688841077.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA55Y1507,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Y1507_1763686431979.jpg,KA551507,,pillion_not_wearing_helmet (0.59),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HM4049,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HM4049_1763687431843.jpg,KA09HM2049,rider_not_wearing_helmet (0.49),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA55U7061,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55U7061_1763688442989.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA55E4559,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55E4559_1763688624555.jpg,A5E4559,,pillion_not_wearing_helmet (0.57),,,Violation detected,Incomplete,pillion_not_wearing_helmet,None,
KA09EQ0255,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EQ0255_1763687431858.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09Y0613,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09Y0613_1763688624224.jpg,KA09Y0613,,pillion_not_wearing_helmet (0.67),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA55J0308,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55J0308_1763688442720.jpg,KA55J0308,rider_not_wearing_helmet (0.53),,,,Violation detected,Incomplete,rider_not_wearing_helmet,None,
KA09HA2650,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HA2650_1763687892196.jpg,KA09HA2650,rider_not_wearing_helmet (0.58),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09EH5023,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EH5023_1763686117399.jpg,KA09EW5023,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HX0526,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HX0526_1763688154864.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion_not_wearing_helmet,Ignored,
KA45Q1477,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA45Q1477_1763688097769.jpg,KA501477,,pillion_not_wearing_helmet (0.62),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA53K8208,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA53K8208_1763687178544.jpg,,rider_not_wearing_helmet (0.56),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA04E7540,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA04E7540_1763688442894.jpg,KAO5640,,pillion_not_wearing_helmet (0.40),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
